time,Solar8000/PLETH_SPO2,Solar8000/FIO2,BIS/EEG2_WAV,Primus/SET_RR_IPPV,Primus/FEO2,Primus/MAC,BIS/BIS,Solar8000/NIBP_DBP,Primus/SET_TV_L,Solar8000/VENT_MAWP,Primus/PEEP_MBAR,Primus/SET_FRESH_FLOW,Solar8000/VENT_RR,Primus/SET_AGE,Solar8000/VENT_PPLAT,Primus/PPLAT_MBAR,Primus/FLOW_O2,Primus/PAMB_MBAR,Primus/MV,Solar8000/RR_CO2,Primus/FEN2O,Solar8000/INCO2,Solar8000/VENT_PIP,Orchestra/PPF20_VOL,Primus/TV,Solar8000/VENT_SET_FIO2,Orchestra/PPF20_RATE,BIS/EMG,BIS/EEG1_WAV,Orchestra/PPF20_CP,Primus/ETCO2,Primus/INCO2,Primus/CO2,Primus/FIN2O,Solar8000/VENT_SET_TV,SNUADC/ECG_II,Primus/AWP,SNUADC/ECG_V5,Orchestra/PPF20_CE,Primus/SET_INSP_TM,Solar8000/ETCO2,Primus/SET_INTER_PEEP,Primus/SET_PIP,Solar8000/VENT_MV,Solar8000/VENT_TV,BIS/SEF,Solar8000/VENT_INSP_TM,Solar8000/FEO2,Primus/MAWP_MBAR,Orchestra/RFTN20_CP,BIS/SQI,Primus/EXP_SEVO,SNUADC/PLETH,BIS/TOTPOW,Primus/VENT_LEAK,Solar8000/VENT_SET_PCP,Orchestra/PPF20_CT,Orchestra/RFTN20_RATE,Primus/INSP_SEVO,Solar8000/NIBP_SBP,Solar8000/PLETH_HR,Primus/PIP_MBAR,Primus/RR_CO2,Primus/FIO2,Primus/FLOW_AIR,Solar8000/NIBP_MBP,Solar8000/HR,Primus/FLOW_N2O,Orchestra/RFTN20_CE,Orchestra/RFTN20_CT,Orchestra/RFTN20_VOL,Primus/SET_INSP_PAUSE,BIS/SR,Primus/COMPLIANCE
14548,97,94,,,,,82.2,77,,9,,,14,,17,,,,,14,,1,22,,,100,,47.82,,,,,,,450,NaN,,NaN,,,35,,,8.3,759,19.52,1.5,89,,,79.5,,NaN,61.83,,40,,,,118,94,,,,,96,91,,,,,,0,
14549,,,,,,,82.4,,,,,,,,,,,,,,,,,,,,,46.05,,,,,,,,NaN,,NaN,,,,,,,,19.42,,,,,80.8,,NaN,62.01,,,,,,,,,,,,,,,,,,,0,
14550,95,94,,,87,0,82.3,77,,9,8,,14,,17,9,8000,1003,8.1,14,0,1,22,,292,100,,44.7,,,42,1,,0,450,NaN,,NaN,,,35,,,8.3,759,19.5,1.5,89,9,,82.1,0,NaN,62.03,8,40,,,0,118,94,15,14,94,0,96,91,0,,,,,0,56.9
14551,,,,14,,,82.1,,0.45,,,8000,,64,,,,,,,,,,,,,,43.96,,,,,,,,NaN,,NaN,,1.5,,5,40,,,19.68,,,,,82.7,,NaN,61.91,,,,,,,,,,,,,,,,,,10,0,
14552,95,94,,,,,82,77,,9,,,14,,17,,,,,14,,1,22,80.99500274658203,,100,0.0,43.37,,1.2519999742507935,,,,,450,NaN,,NaN,1.2949999570846558,,35,,,8.3,759,19.48,1.5,89,,0.7039999961853027,82.7,,NaN,62.04,,40,0.0,0.0,,118,94,,,,,96,91,,1.0379999876022339,0.0,106.15499877929688,,0,
14553,,,,,,,82,,,,,,,,,,,,,,,,,,,,,45.18,,,,,,,,NaN,,NaN,,,,,,,,19.35,,,,,82.7,,NaN,62.04,,,,,,,,,,,,,,,,,,,0,
14554,95,94,,,,,82,77,,9,,,14,,9,,,,,14,,1,15,,,100,,47.86,,,,,,,450,NaN,,NaN,,,35,,,8.1,292,19.32,1.5,89,,,82.7,,NaN,62.04,,40,,,,118,94,,,,,96,92,,,,,,0,
14555,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,50.14,,,,,,,,NaN,,NaN,,,,,,,,19.3,,,,,82.1,,NaN,62.03,,,,,,,,,,,,,,,,,,,0,
14556,96,94,,,,,82.1,77,,9,,,14,,9,,,,,14,,1,15,,,100,,53.69,,,,,,,450,NaN,,NaN,,,42,,,8.1,292,19.3,1.5,87,,,80.8,,NaN,62.03,,40,,,,118,92,,,,,96,93,,,,,,0,
14557,,,,,90,0,82.1,,,,7,,,,,34,8000,1003,7.5,,0,,,,1038,,,54.55,,,29,0,,0,,NaN,,NaN,,,,,,,,19.3,,,9,,79.5,0,NaN,62.03,8,,,,0,,,47,14,94,0,,,0,,,,,0,55.7
14558,96,94,,14,,,82.1,77,0.45,9,,8000,14,64,9,,,,,14,,1,15,,,100,,53.57,,,,,,,450,NaN,,NaN,,1.5,42,5,40,8.1,292,19.3,1.5,87,,,78.2,,NaN,62.03,,40,,,,118,92,,,,,96,106,,,,,10,0,
14559,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,52.14,,,,,,,,NaN,,NaN,,,,,,,,19.3,,,,,76.9,,NaN,62.03,,,,,,,,,,,,,,,,,,,0,
14560,96,94,,,,,82.1,77,,9,,,14,,9,,,,,14,,1,15,,,100,,50.39,,,,,,,450,NaN,,NaN,,,42,,,8.1,292,19.3,1.5,87,,,76.9,,NaN,62.03,,40,,,,118,92,,,,,96,106,,,,,,0,
14561,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,46.47,,,,,,,,NaN,,NaN,,,,,,,,19.3,,,,,76.9,,NaN,62.03,,,,,,,,,,,,,,,,,,,0,
14562,96,94,,,,,82.2,77,,9,,,14,,34,,,,,14,,1,47,80.99500274658203,,100,0.0,45.36,,1.2450000047683716,,,,,450,NaN,,NaN,1.2869999408721924,,42,,,7.5,1038,19.27,1.5,87,,0.6940000057220459,76.3,,NaN,62.05,,40,0.0,0.0,,118,92,,,,,96,106,,1.0160000324249268,0.0,106.15499877929688,,0,
14563,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,43.69,,,,,,,,NaN,,NaN,,,,,,,,19,,,,,76.3,,NaN,62.04,,,,,,,,,,,,,,,,,,,0,
14564,96,94,,,86,0,82,77,,9,7,,14,,34,13,8000,1003,6.6,14,0,0,47,,282,100,,41.92,,,40,0,,0,450,NaN,,NaN,,,29,,,7.5,1038,18.85,1.5,90,10,,76.3,0,NaN,62.04,8,40,,,0,118,92,20,14,94,0,96,100,0,,,,,0,28.5
14565,,,,14,,,82.2,,0.45,,,8000,,64,,,,,,,,,,,,,,41.13,,,,,,,,NaN,,NaN,,1.5,,5,40,,,18.85,,,,,76.3,,NaN,62.08,,,,,,,,,,,,,,,,,,10,0,
14566,98,94,,,,,82.6,77,,9,,,14,,34,,,,,14,,0,47,,,100,,40.67,,,,,,,450,NaN,,NaN,,,29,,,7.5,1038,18.84,1.5,90,,,76.3,,NaN,62.07,,40,,,,118,92,,,,,96,93,,,,,,0,
14567,,,,,,,82.3,,,,,,,,,,,,,,,,,,,,,40.11,,,,,,,,NaN,,NaN,,,,,,,,18.71,,,,,76.3,,NaN,61.9,,,,,,,,,,,,,,,,,,,0,
14568,97,94,,,,,82.1,77,,10,,,14,,13,,,,,14,,0,20,,,100,,39.64,,,,,,,450,NaN,,NaN,,,29,,,6.6,282,18.58,1.5,90,,,76.3,,NaN,61.76,,40,,,,118,92,,,,,96,93,,,,,,0,
14569,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,39.49,,,,,,,,NaN,,NaN,,,,,,,,18.63,,,,,76.3,,NaN,61.6,,,,,,,,,,,,,,,,,,,0,
14570,99,94,,,,,82.1,77,,10,,,14,,13,,,,,14,,0,20,,,100,,39.68,,,,,,,450,NaN,,NaN,,,40,,,6.6,282,18.52,1.5,86,,,76.3,,NaN,61.54,,40,,,,118,92,,,,,96,93,,,,,,0,
14571,,,,,87,0,82.2,,,,8,,,,,16,8000,1003,6.5,,0,,,,302,,,39.57,,,36,0,,0,,NaN,,NaN,,,,,,,,18.48,,,10,,76.3,0,NaN,61.55,8,,,,0,,,18,14,95,0,,,0,,,,,0,39.3
14572,100,94,,14,,,82.2,77,0.45,10,,8000,14,64,13,,,,,14,,0,20,80.99500274658203,,100,0.0,39.58,,1.2380000352859497,,,,,450,NaN,,NaN,1.277999997138977,1.5,40,5,40,6.6,282,18.67,1.5,86,,0.6830000281333923,76.3,,NaN,61.19,,40,0.0,0.0,,118,92,,,,,96,92,,0.9929999709129333,0.0,106.15499877929688,10,0,
14573,,,,,,,82.2,,,,,,,,,,,,,,,,,,,,,39.71,,,,,,,,NaN,,NaN,,,,,,,,18.63,,,,,76.3,,NaN,61.14,,,,,,,,,,,,,,,,,,,0,
14574,100,94,,,,,82.6,77,,10,,,14,,13,,,,,14,,0,20,,,100,,39.71,,,,,,,450,NaN,,NaN,,,40,,,6.6,282,18.56,1.5,86,,,76.3,,NaN,61.15,,40,,,,118,92,,,,,96,92,,,,,,0,
14575,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,39.48,,,,,,,,NaN,,NaN,,,,,,,,18.53,,,,,76.3,,NaN,61.1,,,,,,,,,,,,,,,,,,,0,
14576,100,94,,,,,82.4,77,,10,,,14,,16,,,,,14,,0,18,,,100,,39.41,,,,,,,450,NaN,,NaN,,,40,,,6.5,302,18.4,1.5,86,,,76.3,,NaN,61.07,,40,,,,118,91,,,,,96,91,,,,,,0,
14577,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,39.29,,,,,,,,NaN,,NaN,,,,,,,,18.35,,,,,77.6,,NaN,60.9,,,,,,,,,,,,,,,,,,,0,
14578,100,95,,,87,0,82,77,,10,5,,14,,16,17,8000,1003,6.3,14,0,0,18,,399,100,,39.08,,,43,0,,0,450,NaN,,NaN,,,36,,,6.5,302,18.27,1.5,87,10,,78.8,0,NaN,60.82,8,40,,,0,118,91,19,12,97,0,96,91,0,,,,,0,39.3
14579,,,,14,,,73.9,,0.45,,,8000,,64,,,,,,,,,,,,,,38.72,,,,,,,,NaN,,NaN,,1.5,,5,40,,,18.34,,,,,79.5,,NaN,60.71,,,,,,,,,,,,,,,,,,10,0,
14580,100,95,,,,,73.9,77,,10,,,14,,16,,,,,14,,0,18,,,100,,38.25,,,,,,,450,NaN,,NaN,,,36,,,6.5,302,18.34,1.5,87,,,78.2,,NaN,60.71,,40,,,,118,91,,,,,96,90,,,,,,0,
14581,,,,,,,73.8,,,,,,,,,,,,,,,,,80.99500274658203,,,0.0,38.2,,1.2309999465942383,,,,,,NaN,,NaN,1.2699999809265137,,,,,,,18.33,,,,0.6639999747276306,77.6,,NaN,60.52,,,0.0,0.0,,,,,,,,,,,0.953000009059906,0.0,106.15499877929688,,0,
14582,100,95,,,,,73.9,77,,10,,,14,,17,,,,,14,,0,19,,,100,,37.83,,,,,,,450,NaN,,NaN,,,36,,,6.3,399,18.28,1.5,87,,,77.6,,NaN,60.42,,40,,,,118,90,,,,,96,90,,,,,,0,
14583,,,,,,,73.8,,,,,,,,,,,,,,,,,,,,,37.43,,,,,,,,NaN,,NaN,,,,,,,,18.27,,,,,76.9,,NaN,60.37,,,,,,,,,,,,,,,,,,,0,
14584,100,97,,,,,73.8,77,,10,,,14,,17,,,,,12,,0,19,,,100,,37.58,,,,,,,450,NaN,,NaN,,,43,,,6.3,399,18.27,1.5,87,,,75.6,,NaN,60.37,,40,,,,118,90,,,,,96,89,,,,,,0,
14585,,,,,87,0,73.8,,,,5,,,,,19,8000,1003,6,,0,,,,536,,,37.57,,,40,1,,0,,NaN,,NaN,,,,,,,,18.33,,,9,,75,0,NaN,60.09,8,,,,0,,,20,11,94,0,,,0,,,,,0,35.7
14586,100,97,,14,,,73.8,77,0.45,10,,8000,14,64,17,,,,,12,,0,19,,,100,,37.21,,,,,,,450,NaN,,NaN,,1.5,43,5,40,6.3,399,18.3,1.5,87,,,75,,NaN,59.9,,40,,,,118,89,,,,,96,89,,,,,10,0,
14587,,,,,,,73.8,,,,,,,,,,,,,,,,,,,,,37.02,,,,,,,,NaN,,NaN,,,,,,,,18.06,,,,,75,,NaN,59.86,,,,,,,,,,,,,,,,,,,0,
14588,100,97,,,,,73.9,77,,10,,,14,,17,,,,,12,,0,19,,,100,,37.28,,,,,,,450,NaN,,NaN,,,43,,,6.3,399,17.83,1.5,87,,,75,,NaN,60.07,,40,,,,118,89,,,,,96,89,,,,,,0,
14589,,,,,,,73.9,,,,,,,,,,,,,,,,,,,,,37.43,,,,,,,,NaN,,NaN,,,,,,,,17.76,,,,,75,,NaN,60.09,,,,,,,,,,,,,,,,,,,0,
14590,100,97,,,,,73.9,77,,9,,,14,,19,,,,,12,,0,20,,,100,,37.66,,,,,,,450,NaN,,NaN,,,43,,,6,536,17.72,1.5,87,,,75,,NaN,59.83,,40,,,,118,90,,,,,96,89,,,,,,0,
14591,,,,,,,73.9,,,,,,,,,,,,,,,,,,,,,38.04,,,,,,,,NaN,,NaN,,,,,,,,17.67,,,,,75.6,,NaN,59.76,,,,,,,,,,,,,,,,,,,0,
14592,100,94,,,87,0,73.9,77,,9,6,,14,,19,18,8000,1003,6,11,0,1,20,,643,100,,38.9,,,41,1,,0,450,NaN,,NaN,,,40,,,6,536,17.67,1.5,87,9,,75.6,0,NaN,59.76,8,40,,,0,118,90,20,12,94,0,96,89,0,,,,,0,39.6
14593,,,,14,,,73.9,,0.45,,,8000,,64,,,,,,,,,,,,,,39.03,,,,,,,,NaN,,NaN,,1.5,,5,40,,,17.63,,,,,75,,NaN,59.78,,,,,,,,,,,,,,,,,,10,0,
14594,100,94,,,,,73.9,62,,9,,,14,,19,,,,,11,,1,20,,,100,,39.33,,,,,,,450,NaN,,NaN,,,40,,,6,536,17.62,1.5,87,,,74.4,,NaN,59.77,,40,,,,98,90,,,,,73,90,,,,,,0,
14595,,,,,,,73.9,,,,,,,,,,,,,,,,,,,,,39.09,,,,,,,,NaN,,NaN,,,,,,,,17.62,,,,,73.1,,NaN,59.77,,,,,,,,,,,,,,,,,,,0,
14596,100,94,,,,,73.9,62,,9,,,14,,18,,,,,11,,1,20,,,100,,39.78,,,,,,,450,NaN,,NaN,,,40,,,6,643,17.64,1.5,87,,,72.4,,NaN,59.75,,40,,,,98,90,,,,,73,90,,,,,,0,
14597,,,,,,,73.9,,,,,,,,,,,,,,,,,,,,,40.11,,,,,,,,NaN,,NaN,,,,,,,,17.64,,,,,71.2,,NaN,59.75,,,,,,,,,,,,,,,,,,,0,
14598,100,94,,,,,73.9,62,,9,,,14,,18,,,,,12,,1,20,,,100,,41.85,,,,,,,450,NaN,,NaN,,,41,,,6,643,17.64,1.5,87,,,69.9,,NaN,59.75,,40,,,,98,90,,,,,73,90,,,,,,0,
14599,,,,,87,0,73.9,,,,5,,,,,16,8000,1003,6.2,,0,,,,700,,,43.19,,,43,1,,0,,NaN,,NaN,,,,,,,,17.78,,,9,,69.9,0,NaN,59.63,8,,,,0,,,17,13,94,0,,,0,,,,,0,45.5
14600,100,94,,14,,,73.9,62,0.45,9,,8000,14,64,18,,,,,12,,1,20,,,100,,44.38,,,,,,,450,NaN,,NaN,,1.5,41,5,40,6,643,17.92,1.5,87,,,69.2,,NaN,59.6,,40,,,,98,91,,,,,73,91,,,,,10,0,
14601,,,,,,,74,,,,,,,,,,,,,,,,,,,,,44.57,,,,,,,,NaN,,NaN,,,,,,,,17.92,,,,,68.6,,NaN,59.6,,,,,,,,,,,,,,,,,,,0,
14602,100,94,,,,,74,62,,9,,,14,,18,,,,,12,,1,20,,,100,,44.21,,,,,,,450,NaN,,NaN,,,41,,,6,643,17.83,1.5,87,,,69.2,,NaN,59.76,,40,,,,98,91,,,,,73,92,,,,,,0,
14603,,,,,,,74.1,,,,,,,,,,,,,,,,,,,,,42.67,,,,,,,,NaN,,NaN,,,,,,,,17.68,,,,,70.5,,NaN,59.98,,,,,,,,,,,,,,,,,,,0,
14604,100,94,,,,,74.1,62,,9,,,14,,16,,,,,12,,1,17,,,100,,40.96,,,,,,,450,NaN,,NaN,,,41,,,6.2,700,17.96,1.5,87,,,71.8,,NaN,59.81,,40,,,,98,91,,,,,73,92,,,,,,0,
14605,,,,,,,74,,,,,,,,,,,,,,,,,,,,,40.42,,,,,,,,NaN,,NaN,,,,,,,,17.87,,,,,73.1,,NaN,59.93,,,,,,,,,,,,,,,,,,,0,
14606,100,94,,,88,0,74.1,62,,9,5,,14,,16,27,8000,1003,6.8,13,0,1,17,,524,100,,39.56,,,41,1,,0,450,NaN,,NaN,,,43,,,6.2,700,17.86,1.5,87,9,,74.4,0,NaN,59.97,8,40,,,0,98,91,27,13,94,0,73,92,0,,,,,0,42.3
14607,,,,14,,,74,,0.45,,,8000,,64,,,,,,,,,,,,,,39.16,,,,,,,,NaN,,NaN,,1.5,,5,40,,,18.04,,,,,75.6,,NaN,59.75,,,,,,,,,,,,,,,,,,10,0,
14608,100,94,,,,,74,62,,9,,,14,,16,,,,,13,,1,17,,,100,,39.65,,,,,,,450,NaN,,NaN,,,43,,,6.2,700,18.02,1.5,87,,,75.6,,NaN,59.9,,40,,,,98,91,,,,,73,92,,,,,,0,
14609,,,,,,,74,,,,,,,,,,,,,,,,,,,,,40.52,,,,,,,,NaN,,NaN,,,,,,,,17.94,,,,,75.6,,NaN,60.04,,,,,,,,,,,,,,,,,,,0,
14610,100,94,,,,,74.1,62,,9,,,14,,27,,,,,13,,1,27,,,100,,40.56,,,,,,,450,NaN,,NaN,,,43,,,6.8,524,18.01,1.5,87,,,75.6,,NaN,60.02,,40,,,,98,92,,,,,73,92,,,,,,0,
14611,,,,,,,73.9,,,,,,,,,,,,,,,,,,,,,40.82,,,,,,,,NaN,,NaN,,,,,,,,17.83,,,,,75.6,,NaN,60.03,,,,,,,,,,,,,,,,,,,0,
14612,100,94,,,,,73.9,62,,9,,,14,,27,,,,,13,,1,27,,,100,,40.93,,,,,,,450,NaN,,NaN,,,41,,,6.8,524,17.85,1.5,88,,,75.6,,NaN,60.06,,40,,,,98,92,,,,,73,92,,,,,,0,
14613,,,,,88,0,73.9,,,,5,,,,,23,8000,1003,7.6,,0,,,,484,,,42.05,,,40,0,,0,,NaN,,NaN,,,,,,,,17.77,,,9,,75.6,0,NaN,59.92,8,,,,0,,,24,14,94,0,,,0,,,,,0,42.4
14614,100,94,,14,,,73.8,62,0.45,9,,8000,14,64,27,,,,,13,,1,27,,,100,,43.33,,,,,,,450,NaN,,NaN,,1.5,41,5,40,6.8,524,17.81,1.5,88,,,75,,NaN,59.87,,40,,,,98,93,,,,,73,92,,,,,10,0,
14615,,,,,,,73.8,,,,,,,,,,,,,,,,,,,,,44.78,,,,,,,,NaN,,NaN,,,,,,,,17.81,,,,,74.4,,NaN,59.87,,,,,,,,,,,,,,,,,,,0,
14616,100,94,,,,,73.8,62,,9,,,14,,27,,,,,13,,1,27,,,100,,46.66,,,,,,,450,NaN,,NaN,,,41,,,6.8,524,17.81,1.5,88,,,74.4,,NaN,59.87,,40,,,,98,92,,,,,73,91,,,,,,0,
14617,,,,,,,73.8,,,,,,,,,,,,,,,,,,,,,49.88,,,,,,,,NaN,,NaN,,,,,,,,17.81,,,,,74.4,,NaN,59.87,,,,,,,,,,,,,,,,,,,0,
14618,100,94,,,,,73.8,62,,9,,,16,,23,,,,,13,,1,24,,,100,,50.65,,,,,,,450,NaN,,NaN,,,41,,,7.6,484,17.81,1.5,88,,,74.4,,NaN,59.87,,40,,,,98,92,,,,,73,91,,,,,,0,
14619,,,,,,,73.8,,,,,,,,,,,,,,,,,,,,,50.74,,,,,,,,NaN,,NaN,,,,,,,,17.81,,,,,74.4,,NaN,59.87,,,,,,,,,,,,,,,,,,,0,
14620,100,94,,,88,0,73.8,62,,9,4,,16,,23,41,8000,1003,8.1,14,0,0,24,,390,100,,51.04,,,40,0,,0,450,NaN,,NaN,,,40,,,7.6,484,17.81,1.5,88,9,,74.4,0,NaN,59.87,8,40,,,0,98,92,50,14,94,0,73,91,0,,,,,0,37
14621,,,,14,,,73.8,,0.45,,,8000,,64,,,,,,,,,,,,,,51.7,,,,,,,,NaN,,NaN,,1.5,,5,40,,,17.81,,,,,74.4,,NaN,59.87,,,,,,,,,,,,,,,,,,10,0,
14622,100,94,,,,,73.9,62,,9,,,16,,23,,,,,14,,0,24,,,100,,51.4,,,,,,,450,NaN,,NaN,,,40,,,7.6,484,17.74,1.5,88,,,74.4,,NaN,60.29,,40,,,,98,92,,,,,73,92,,,,,,0,
14623,,,,,,,73.9,,,,,,,,,,,,,,,,,,,,,51.35,,,,,,,,NaN,,NaN,,,,,,,,17.68,,,,,74.4,,NaN,60.86,,,,,,,,,,,,,,,,,,,0,
14624,100,94,,,,,72.5,62,,9,,,17,,41,,,,,14,,0,50,,,100,,51.28,,,,,,,450,NaN,,NaN,,,40,,,8.1,390,17.64,1.5,88,,,74.4,,NaN,61.16,,40,,,,98,91,,,,,73,91,,,,,,0,
14625,,,,,,,69.8,,,,,,,,,,,,,,,,,,,,,51.2,,,,,,,,NaN,,NaN,,,,,,,,17.63,,,,,74.4,,NaN,61.68,,,,,,,,,,,,,,,,,,,0,
14626,100,94,,,,,69.2,62,,9,,,17,,41,,,,,14,,0,50,,,100,,51.59,,,,,,,450,NaN,,NaN,,,40,,,8.1,390,17.71,1.5,88,,,74.4,,NaN,61.82,,40,,,,98,91,,,,,73,88,,,,,,0,
14627,,,,,87,0,71,,,,3,,,,,33,8000,1003,8.3,,0,,,,366,,,51.79,,,45,1,,0,,NaN,,NaN,,,,,,,,17.87,,,9,,74.4,0,NaN,61.84,8,,,,0,,,34,14,94,0,,,0,,,,,0,25.7
14628,100,94,,,,,72.3,62,,9,,8000,17,64,41,,,,,14,,0,50,,,100,,52.04,,,,,,,450,NaN,,NaN,,,40,,,8.1,390,17.7,1.5,88,,,74.4,,NaN,62.26,,40,,,,98,91,,,,,73,87,,,,,,0,
14629,,,,,,,70.1,,,,,,,,,,,,,,,,,,,,,53.01,,,,,,,,NaN,,NaN,,,,,,,,17.72,,,,,74.4,,NaN,62.46,,,,,,,,,,,,,,,,,,,0,
14630,100,94,,,,,68.9,62,,9,,,17,,41,,,,,14,,0,50,,,100,,53.86,,,,,,,450,NaN,,NaN,,,40,,,8.1,390,17.7,1.5,88,,,74.4,,NaN,62.64,,40,,,,98,92,,,,,73,88,,,,,,0,
14631,,,,,,,67.6,,,,,,,,,,,,,,,,,,,,,53.59,,,,,,,,NaN,,NaN,,,,,,,,17.61,,,,,74.4,,NaN,62.9,,,,,,,,,,,,,,,,,,,0,
14632,100,94,,,,,68.6,62,,9,,,16,,33,,,,,14,,0,34,,,100,,53.18,,,,,,,,NaN,,NaN,,,40,,,8.3,366,17.85,,88,,,74.4,,NaN,63.07,,,,,,98,91,,,,,73,91,,,,,,0,
14633,,,,,,,68.7,,,,,,,,,,,,,,,,,,,,,53.08,,,,,,,,NaN,,NaN,,,,,,,,18.21,,,,,74.4,,NaN,63.09,,,,,,,,,,,,,,,,,,,0,
14634,100,94,,,88,0,71.4,62,,9,2,,16,,33,28,8000,1003,8.2,14,0,1,34,,341,100,,52.74,,,38,0,,0,,NaN,,NaN,,,45,,,8.3,366,18.41,,87,9,,74.4,0,NaN,63.11,8,,,,0,98,92,34,14,94,0,73,91,0,,,,,0,27
14635,,,,,,,74.3,,,,,8000,,64,,,,,,,,,,,,,,52.75,,,,,,,,NaN,,NaN,,,,,,,,18.71,,,,,74.4,,NaN,63.16,,,,,,,,,,,,,,,,,,,0,
14636,100,94,,,,,74.3,62,,9,,,16,,33,,,,,14,,1,34,,,100,,52.48,,,,,,,,NaN,,NaN,,,45,,,8.3,366,19.13,,87,,,74.4,,NaN,63.17,,,,,,98,92,,,,,73,92,,,,,,0,
14637,,,,,,,74.4,,,,,,,,,,,,,,,,,,,,,52.49,,,,,,,,NaN,,NaN,,,,,,,,19.32,,,,,73.7,,NaN,63.18,,,,,,,,,,,,,,,,,,,0,
14638,100,94,,,,,78.9,62,,9,,,16,,28,,,,,14,,1,34,,,,,52.35,,,,,,,,NaN,,NaN,,,45,,,8.2,341,19.32,,87,,,72.4,,NaN,63.18,,,,,,98,93,,,,,73,93,,,,,,0,
14639,,,,,,,78.9,,,,,,,,,,,,,,,,,,,,,51.97,,,,,,,,NaN,,NaN,,,,,,,,19.38,,,,,72.4,,NaN,63.19,,,,,,,,,,,,,,,,,,,0,
14640,100,,,,,,78.8,62,,9,,,16,,28,,,,,,,,34,,,,,51.83,,,,,,,,NaN,,NaN,,,,,,8.2,341,19.63,,,,,73.7,,NaN,63.26,,,,,,98,94,,,,,73,93,,,,,,0,
14641,,,,,87,0,82.3,,,,2,,,,,28,8000,1003,8.2,,0,,,,90,,,51.49,,,43,0,,0,,NaN,,NaN,,,,,,,,19.78,,,9,,73.7,0,NaN,63.23,8,,,,0,,,34,14,94,0,,,0,,,,,0,27
14642,100,,,,,,82.3,62,,9,,8000,16,64,28,,,,,,,,34,,,,,50.95,,,,,,,,NaN,,NaN,,,,,,8.2,341,19.78,,,,,72.4,,NaN,63.23,,,,,,98,94,,,,,73,93,,,,,,0,
14643,,,,,,,82.4,,,,,,,,,,,,,,,,,,,,,51.08,,,,,,,,NaN,,NaN,,,,,,,,19.83,,,,,72.4,,NaN,63.25,,,,,,,,,,,,,,,,,,,0,
14644,100,,,,,,82.6,62,,9,,,16,,28,,,,,,,,34,,,,,51.03,,,,,,,,NaN,,NaN,,,,,,8.2,341,20.13,,,,,73.7,,NaN,63.21,,,,,,98,94,,,,,73,94,,,,,,0,
14645,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,50.73,,,,,,,,NaN,,NaN,,,,,,,,20.38,,,,,74.4,,NaN,63.13,,,,,,,,,,,,,,,,,,,0,
14646,100,,,,,,82.7,62,,9,,,16,,28,,,,,,,,34,,,,,50.99,,,,,,,,NaN,,NaN,,,,,,8.2,90,20.38,,,,,73.1,,NaN,63.13,,,,,,98,95,,,,,73,94,,,,,,0,
14647,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,51.07,,,,,,,,NaN,,NaN,,,,,,,,20.38,,,,,71.8,,NaN,63.13,,,,,,,,,,,,,,,,,,,0,
14648,100,,,,91,0,82.8,62,,9,2,,16,,28,28,8000,1003,7.8,,0,,34,,90,,,50.49,,,22,0,,0,,NaN,,NaN,,,,,,8.2,90,20.53,,,7,,71.8,0,NaN,63.2,8,,,,0,98,94,34,14,94,0,73,94,0,,,,,0,27
14649,,,,,,,82.9,,,,,8000,,64,,,,,,,,,,,,,,50.68,,,,,,,,NaN,,NaN,,,,,,,,20.69,,,,,71.2,,NaN,63.2,,,,,,,,,,,,,,,,,,,0,
14650,100,,,,,,82.9,62,,9,,,16,,28,,,,,,,,34,,,,,51,,,,,,,,NaN,,NaN,,,,,,8.2,90,20.69,,,,,69.9,,NaN,63.2,,,,,,98,94,,,,,73,94,,,,,,0,
14651,,,,,,,83,,,,,,,,,,,,,,,,,,,,,51.48,,,,,,,,NaN,,NaN,,,,,,,,20.7,,,,,69.9,,NaN,63.21,,,,,,,,,,,,,,,,,,,0,
14652,100,,,,,,83,62,,7,,,16,,28,,,,,,,,34,,,,,52.2,,,,,,,,NaN,,NaN,,,,,,7.8,90,20.7,,,,,69.9,,NaN,63.21,,,,,,98,94,,,,,73,92,,,,,,0,
14653,,,,,,,83,,,,,,,,,,,,,,,,,,,,,53.17,,,,,,,,NaN,,NaN,,,,,,,,20.7,,,,,69.2,,NaN,63.21,,,,,,,,,,,,,,,,,,,0,
14654,100,,,,,,83.4,62,,7,,,16,,28,,,,,,,,34,,,,,53.52,,,,,,,,NaN,,NaN,,,,,,7.8,90,20.89,,,,,69.2,,NaN,63.26,,,,,,98,94,,,,,73,93,,,,,,0,
14655,,,,,93,0,83.4,,,,2,,,,,28,8000,1003,5.9,,0,,,,296,,,53.58,,,10,3,,0,,NaN,,NaN,,,,,,,,20.89,,,5,,69.2,0,NaN,63.26,8,,,,0,,,34,14,94,0,,,0,,,,,0,27
